Staff_ID,Department,Role,Shift,Experience_Years,Monthly_Salary
608109,Diagnostics,Nurse,Evening,29,125071.78
608110,Administration,Technician,Morning,19,166427.22
608111,Diagnostics,Pharmacist,Evening,11,116778.24
608112,Administration,Technician,Night,17,164801.24
608113,Nursing,Nurse,Night,21,145313.98
608114,Pharmacy,Technician,Night,28,72038.21
608115,Administration,Coordinator,Night,24,176479.03
608116,Diagnostics,Nurse,Evening,27,87575.25
608117,Administration,Technician,Morning,15,140937.2
608118,Surgery,Manager,Evening,14,158335.65
608119,Pharmacy,Coordinator,Evening,28,149072.53
608120,Nursing,Pharmacist,Morning,21,170695.11
608121,Surgery,Pharmacist,Morning,25,51061.07
608122,Nursing,Coordinator,Night,22,78392.92
608123,Nursing,Pharmacist,Morning,0,52196.15
608124,Emergency,Nurse,Morning,9,120173.17
608125,Diagnostics,Coordinator,Night,30,142863.8
608126,Pharmacy,Coordinator,Night,6,179790.47
608127,Diagnostics,Assistant,Evening,25,54446.76
608128,Pharmacy,Coordinator,Night,4,31550.73
608129,Emergency,Assistant,Night,11,131957.6
608130,Emergency,Assistant,Night,25,110109.88
608131,Pharmacy,Coordinator,Night,12,153605.72
608132,Surgery,Technician,Evening,22,157796.06
608133,Diagnostics,Manager,Night,18,67106.5
608134,Diagnostics,Technician,Evening,7,80769.59
608135,Surgery,Technician,Morning,1,70156.1
608136,Administration,Nurse,Morning,25,34553.53
608137,Diagnostics,Manager,Morning,1,47101.97
608138,Pharmacy,Assistant,Morning,2,131735.12
608139,Emergency,Coordinator,Morning,15,167540.08
608140,Surgery,Manager,Evening,15,31136.17
608141,Nursing,Nurse,Evening,2,88384.19
608142,Administration,Nurse,Night,30,166532.48
608143,Emergency,Pharmacist,Night,18,76242.26
608144,Pharmacy,Assistant,Morning,16,153815.99
608145,Emergency,Technician,Morning,7,124529.44
608146,Emergency,Manager,Morning,30,75837.99
608147,Emergency,Technician,Night,25,56054.38
608148,Surgery,Coordinator,Night,28,46159.56
608149,Pharmacy,Manager,Night,22,141671.97
608150,Emergency,Technician,Night,27,105632.87
608151,Administration,Technician,Night,28,125624.77
608152,Nursing,Pharmacist,Evening,30,157457.63
608153,Administration,Technician,Night,2,112719.8
608154,Pharmacy,Pharmacist,Morning,24,29558.89
608155,Emergency,Technician,Night,16,81219.29
608156,Pharmacy,Pharmacist,Evening,24,62174.58
608157,Emergency,Technician,Evening,11,158214.07
608158,Administration,Pharmacist,Evening,24,45353.3
608159,Pharmacy,Coordinator,Night,2,100658.4
608160,Diagnostics,Assistant,Night,8,140061.18
608161,Surgery,Pharmacist,Morning,6,155972.16
608162,Administration,Pharmacist,Morning,1,79219.88
608163,Diagnostics,Manager,Night,19,98166.55
608164,Pharmacy,Coordinator,Morning,17,44738.84
608165,Pharmacy,Technician,Morning,25,123657.9
608166,Pharmacy,Technician,Morning,12,142441.79
608167,Surgery,Technician,Night,14,68302.65
608168,Administration,Manager,Evening,21,144757.3
608169,Diagnostics,Assistant,Evening,22,144859.57
608170,Diagnostics,Coordinator,Night,19,46198.25
608171,Nursing,Manager,Morning,25,59409.19
608172,Administration,Technician,Evening,29,73489.44
608173,Surgery,Pharmacist,Morning,28,159505.4
608174,Administration,Coordinator,Morning,26,74054.78
608175,Pharmacy,Nurse,Morning,19,122679.31
608176,Emergency,Manager,Morning,9,109619.94
608177,Pharmacy,Coordinator,Evening,19,101703.03
608178,Emergency,Pharmacist,Morning,28,26794.58
608179,Surgery,Pharmacist,Morning,20,29506.91
608180,Emergency,Coordinator,Evening,18,110654.66
608181,Pharmacy,Manager,Morning,3,134209.27
608182,Administration,Coordinator,Evening,21,178069.48
608183,Emergency,Assistant,Morning,9,160628.42
608184,Diagnostics,Manager,Morning,26,161806.84
608185,Surgery,Pharmacist,Morning,25,93336.97
608186,Nursing,Pharmacist,Evening,9,132851.05
608187,Pharmacy,Nurse,Night,15,35508.1
608188,Emergency,Nurse,Morning,7,32415.99
608189,Pharmacy,Manager,Evening,21,106756.85
608190,Diagnostics,Assistant,Evening,2,101735.04
608191,Diagnostics,Technician,Night,0,49960.31
608192,Surgery,Nurse,Morning,10,166354.38
608193,Surgery,Technician,Morning,16,31530.46
608194,Pharmacy,Coordinator,Evening,16,162635.86
608195,Emergency,Pharmacist,Morning,11,66111.47
608196,Diagnostics,Assistant,Morning,24,114480.32
608197,Surgery,Nurse,Morning,0,75518.16
608198,Surgery,Pharmacist,Morning,16,108392.63
608199,Nursing,Assistant,Night,4,27073.61
608200,Pharmacy,Coordinator,Morning,10,31915.29
608201,Nursing,Pharmacist,Night,24,173094.82
608202,Surgery,Assistant,Night,28,162141.13
608203,Pharmacy,Manager,Evening,13,153425.84
608204,Surgery,Nurse,Evening,22,83150.41
608205,Surgery,Technician,Night,21,178504.24
608206,Pharmacy,Nurse,Morning,27,52169.98
608207,Pharmacy,Coordinator,Night,9,166126.85
608208,Nursing,Assistant,Night,30,36896.39
608209,Administration,Technician,Morning,19,25308.93
608210,Emergency,Pharmacist,Night,6,122906
608211,Nursing,Nurse,Evening,27,33605
608212,Diagnostics,Coordinator,Night,9,110468.09
608213,Diagnostics,Coordinator,Evening,13,149799.08
608214,Diagnostics,Technician,Morning,20,85144.89
608215,Surgery,Manager,Night,3,131994.88
608216,Administration,Coordinator,Evening,25,165281.18
608217,Emergency,Assistant,Morning,17,83766.31
608218,Pharmacy,Pharmacist,Morning,4,105502.92
608219,Administration,Pharmacist,Evening,21,166896.3
608220,Nursing,Assistant,Morning,15,178310.14
608221,Nursing,Technician,Morning,2,33900.13
608222,Administration,Nurse,Morning,21,93968.25
608223,Pharmacy,Technician,Morning,26,79433.16
608224,Diagnostics,Manager,Morning,25,174063.56
608225,Nursing,Assistant,Morning,2,88704.05
608226,Administration,Pharmacist,Morning,27,106142.08
608227,Emergency,Manager,Morning,11,87282.2
608228,Emergency,Nurse,Morning,5,50197.21
608229,Emergency,Nurse,Morning,20,152210.86
608230,Nursing,Technician,Morning,5,152117.7
608231,Emergency,Coordinator,Night,4,87685.81
608232,Emergency,Pharmacist,Night,25,30528.88
608233,Administration,Manager,Night,8,135733.33
608234,Pharmacy,Assistant,Evening,30,49590.44
608235,Nursing,Nurse,Evening,3,49228.48
608236,Administration,Manager,Morning,2,146723.54
608237,Diagnostics,Coordinator,Evening,0,27474.99
608238,Emergency,Pharmacist,Night,0,147517.53
608239,Nursing,Manager,Night,9,174369.54
608240,Administration,Technician,Night,17,59770.06
608241,Emergency,Coordinator,Night,12,88046.4
608242,Nursing,Pharmacist,Evening,5,40876.05
608243,Administration,Coordinator,Night,19,48930
608244,Surgery,Nurse,Evening,13,165084.45
608245,Nursing,Manager,Morning,5,134662.73
608246,Nursing,Pharmacist,Evening,18,85496.34
608247,Nursing,Pharmacist,Morning,28,50370.65
608248,Pharmacy,Assistant,Evening,9,85081.85
608249,Emergency,Assistant,Morning,12,42255.3
608250,Administration,Assistant,Evening,19,176125.92
608251,Nursing,Coordinator,Night,21,142057.61
608252,Nursing,Manager,Night,21,89848.87
608253,Pharmacy,Coordinator,Evening,30,167850.13
608254,Pharmacy,Coordinator,Morning,11,73259.89
608255,Surgery,Assistant,Night,15,93608.09
608256,Diagnostics,Pharmacist,Morning,30,58139.09
608257,Diagnostics,Coordinator,Evening,4,128613.31
608258,Nursing,Manager,Night,24,27938.85
608259,Nursing,Technician,Night,26,110821.98
608260,Surgery,Assistant,Evening,2,70539.88
608261,Emergency,Assistant,Night,13,94047.41
608262,Surgery,Technician,Night,15,33143.74
608263,Nursing,Pharmacist,Night,4,38050.51
608264,Pharmacy,Manager,Night,30,33712.03
608265,Pharmacy,Technician,Night,0,174016.45
608266,Diagnostics,Nurse,Morning,22,162562.19
608267,Nursing,Coordinator,Evening,5,43428.52
608268,Nursing,Manager,Morning,15,29736.1
608269,Surgery,Coordinator,Evening,20,158015.44
608270,Administration,Manager,Morning,25,165037.1
608271,Emergency,Technician,Night,25,105787.78
608272,Emergency,Assistant,Evening,25,173012.91
608273,Diagnostics,Pharmacist,Night,23,55883.9
608274,Emergency,Manager,Evening,22,103794.41
608275,Administration,Nurse,Night,6,176480.92
608276,Emergency,Nurse,Evening,12,63875.2
608277,Diagnostics,Pharmacist,Evening,9,127169.99
608278,Pharmacy,Manager,Evening,6,70291.83
608279,Diagnostics,Manager,Night,6,101847.15
608280,Emergency,Nurse,Morning,11,73012.41
608281,Diagnostics,Coordinator,Morning,22,56164.55
608282,Emergency,Coordinator,Night,28,94955.69
608283,Nursing,Pharmacist,Night,2,35201.11
608284,Nursing,Nurse,Night,3,174329.04
608285,Nursing,Manager,Morning,5,85243.64
608286,Emergency,Assistant,Morning,24,28745.05
608287,Surgery,Assistant,Night,4,176893.99
608288,Administration,Assistant,Evening,5,67590.22
608289,Surgery,Nurse,Night,3,89235.17
608290,Diagnostics,Pharmacist,Morning,13,153396.87
608291,Diagnostics,Coordinator,Night,7,65388.05
608292,Surgery,Coordinator,Night,24,39228.59
608293,Nursing,Coordinator,Evening,28,48830.72
608294,Pharmacy,Technician,Evening,10,106595.97
608295,Emergency,Coordinator,Morning,29,27086.04
608296,Pharmacy,Manager,Night,30,40652.04
608297,Diagnostics,Technician,Night,10,133030.79
608298,Emergency,Assistant,Night,6,60437.29
608299,Pharmacy,Assistant,Morning,6,82150.12
608300,Pharmacy,Pharmacist,Night,12,32579.82
608301,Nursing,Pharmacist,Evening,6,167303.97
608302,Diagnostics,Technician,Evening,19,73437.41
608303,Nursing,Nurse,Morning,1,63885.14
608304,Emergency,Coordinator,Morning,8,61477.9
608305,Nursing,Nurse,Night,6,86542.65
608306,Surgery,Technician,Evening,1,58413.14
608307,Administration,Manager,Evening,16,126263.43
608308,Diagnostics,Nurse,Evening,9,133653.67
608309,Nursing,Assistant,Evening,7,35707.19
608310,Pharmacy,Manager,Evening,5,51242.96
608311,Pharmacy,Manager,Evening,1,91550.9
608312,Emergency,Assistant,Evening,0,140293.63
608313,Pharmacy,Nurse,Evening,18,174206.16
608314,Administration,Coordinator,Morning,18,147483.02
608315,Nursing,Coordinator,Morning,20,29575.72
608316,Administration,Pharmacist,Evening,25,98823.87
608317,Emergency,Assistant,Morning,14,68918.75
608318,Emergency,Pharmacist,Evening,8,157879.76
608319,Diagnostics,Technician,Morning,27,67202.44
608320,Emergency,Technician,Morning,3,144062.46
608321,Surgery,Assistant,Night,7,91865.29
608322,Emergency,Nurse,Night,21,44998.61
608323,Administration,Assistant,Evening,16,93547.37
608324,Surgery,Nurse,Morning,2,136868.1
608325,Pharmacy,Manager,Evening,0,110856.35
608326,Surgery,Assistant,Night,15,101940.51
608327,Pharmacy,Technician,Morning,24,120197.74
608328,Diagnostics,Nurse,Night,6,31323.77
608329,Administration,Coordinator,Morning,26,102023.19
608330,Emergency,Coordinator,Morning,11,61207.65
608331,Surgery,Nurse,Morning,8,78913.2
608332,Diagnostics,Pharmacist,Morning,29,100831.7
608333,Emergency,Nurse,Morning,15,162960.61
608334,Pharmacy,Technician,Morning,14,39957.82
608335,Diagnostics,Assistant,Evening,4,79519.14
608336,Diagnostics,Pharmacist,Evening,20,171878.82
608337,Pharmacy,Pharmacist,Night,29,78636.67
608338,Administration,Nurse,Morning,16,73370.38
608339,Pharmacy,Nurse,Evening,22,100679.69
608340,Administration,Coordinator,Night,27,73128.94
608341,Nursing,Manager,Morning,4,108949.45
608342,Nursing,Assistant,Night,21,60939.01
608343,Emergency,Manager,Night,19,83114.1
608344,Nursing,Technician,Night,8,146747.62
608345,Surgery,Coordinator,Night,27,164884.07
608346,Emergency,Assistant,Night,27,90431.58
608347,Diagnostics,Coordinator,Morning,4,77185.64
608348,Emergency,Coordinator,Night,11,63302.56
608349,Administration,Pharmacist,Evening,16,42160.19
608350,Surgery,Pharmacist,Morning,16,91587.26
608351,Pharmacy,Manager,Night,19,46087.82
608352,Administration,Pharmacist,Morning,1,57316.63
608353,Diagnostics,Manager,Morning,8,42238.79
608354,Pharmacy,Nurse,Night,0,77472.74
608355,Diagnostics,Assistant,Night,19,66793.84
608356,Nursing,Nurse,Morning,25,91792.39
608357,Surgery,Nurse,Night,3,45980.91
608358,Diagnostics,Technician,Night,23,66735.35
608359,Diagnostics,Coordinator,Morning,17,136721.82
608360,Diagnostics,Coordinator,Morning,22,73674.27
608361,Nursing,Technician,Morning,24,176190.5
608362,Pharmacy,Manager,Evening,17,85339.51
608363,Surgery,Coordinator,Morning,1,40578.77
608364,Diagnostics,Coordinator,Morning,5,54661.6
608365,Nursing,Technician,Night,26,149778.06
608366,Pharmacy,Manager,Evening,25,137711.43
608367,Administration,Coordinator,Evening,8,108942.15
608368,Diagnostics,Coordinator,Evening,8,62442.69
608369,Emergency,Coordinator,Evening,0,105852.3
608370,Emergency,Coordinator,Evening,9,74532.24
608371,Pharmacy,Pharmacist,Night,23,109031.76
608372,Surgery,Technician,Morning,29,44524.23
608373,Diagnostics,Manager,Night,14,129944.57
608374,Diagnostics,Pharmacist,Night,22,43875.14
608375,Diagnostics,Technician,Night,4,72903.83
608376,Administration,Technician,Morning,28,133216.38
608377,Surgery,Pharmacist,Evening,19,132694.04
608378,Nursing,Assistant,Morning,26,105418.12
608379,Surgery,Coordinator,Night,22,47079.82
608380,Diagnostics,Manager,Night,5,76355.05
608381,Surgery,Coordinator,Evening,25,67599.53
608382,Administration,Technician,Evening,17,77641.22
608383,Emergency,Nurse,Morning,12,158658.76
608384,Administration,Pharmacist,Morning,12,94113.98
608385,Surgery,Nurse,Night,28,151656.85
608386,Nursing,Assistant,Evening,23,31544.95
608387,Pharmacy,Coordinator,Night,27,99090.47
608388,Emergency,Pharmacist,Night,19,147274.91
608389,Emergency,Nurse,Morning,1,179224.23
608390,Emergency,Pharmacist,Evening,30,162345.03
608391,Pharmacy,Pharmacist,Morning,3,49533.84
608392,Pharmacy,Nurse,Evening,22,130113.47
608393,Nursing,Assistant,Morning,29,44655.08
608394,Pharmacy,Pharmacist,Morning,15,26687.77
608395,Surgery,Coordinator,Night,12,87757.17
608396,Surgery,Technician,Morning,23,74880.25
608397,Nursing,Coordinator,Evening,6,103342.26
608398,Surgery,Coordinator,Evening,11,39058.08
608399,Emergency,Technician,Morning,12,116250.32
608400,Diagnostics,Coordinator,Morning,24,48309.47
608401,Diagnostics,Nurse,Night,13,174386.57
608402,Nursing,Nurse,Morning,19,145502.54
608403,Surgery,Manager,Night,2,79522.55
608404,Diagnostics,Assistant,Night,5,121281.44
608405,Nursing,Nurse,Night,13,112000.6
608406,Surgery,Nurse,Morning,13,159475.4
608407,Diagnostics,Assistant,Morning,7,72033.52
608408,Pharmacy,Manager,Evening,6,42881.07
608409,Administration,Assistant,Evening,0,36585.52
608410,Emergency,Nurse,Evening,13,131499.9
608411,Administration,Assistant,Evening,9,82929.55
608412,Diagnostics,Nurse,Morning,30,178694.8
608413,Nursing,Pharmacist,Evening,1,80414.21
608414,Administration,Technician,Evening,13,50422.41
608415,Administration,Technician,Evening,9,25576.57
608416,Surgery,Pharmacist,Morning,9,87311.92
608417,Nursing,Manager,Morning,12,122672.88
608418,Emergency,Manager,Morning,29,109164.15
608419,Pharmacy,Nurse,Night,27,128258.21
608420,Diagnostics,Coordinator,Morning,27,138838.74
608421,Pharmacy,Coordinator,Night,12,108925.46
608422,Administration,Manager,Morning,18,155411.82
608423,Diagnostics,Coordinator,Night,28,147698.49
608424,Pharmacy,Assistant,Morning,13,66330.5
608425,Administration,Manager,Morning,18,104863.43
608426,Pharmacy,Manager,Morning,1,70712.98
608427,Diagnostics,Nurse,Night,4,160340.49
608428,Pharmacy,Manager,Evening,21,85100.39
608429,Emergency,Pharmacist,Night,5,85993.81
608430,Nursing,Assistant,Morning,27,68983
608431,Nursing,Pharmacist,Night,20,170385.9
608432,Nursing,Pharmacist,Morning,29,65066.84
608433,Emergency,Pharmacist,Evening,29,51853.26
608434,Pharmacy,Pharmacist,Morning,16,157397.57
608435,Diagnostics,Nurse,Morning,4,131059.72
608436,Emergency,Manager,Evening,28,50365.24
608437,Pharmacy,Manager,Night,28,87129.55
608438,Surgery,Coordinator,Night,6,149253.39
608439,Emergency,Coordinator,Evening,18,60243.44
608440,Diagnostics,Technician,Evening,20,114400.6
608441,Nursing,Pharmacist,Morning,12,81290.43
608442,Emergency,Coordinator,Morning,25,78430.91
608443,Pharmacy,Pharmacist,Morning,7,73943.52
608444,Pharmacy,Assistant,Morning,0,156393.21
608445,Pharmacy,Manager,Night,29,156611.74
608446,Surgery,Manager,Evening,9,121055.07
608447,Nursing,Technician,Morning,29,148340.05
608448,Emergency,Manager,Night,13,38284.15
608449,Surgery,Nurse,Morning,5,65671.7
608450,Nursing,Technician,Morning,24,152071.79
608451,Pharmacy,Manager,Night,13,168441.66
608452,Nursing,Coordinator,Evening,8,60094.49
608453,Emergency,Coordinator,Night,23,97612.88
608454,Nursing,Pharmacist,Night,14,110124.31
608455,Emergency,Technician,Morning,7,92269.18
608456,Pharmacy,Manager,Morning,29,123288.01
608457,Nursing,Manager,Night,3,37037.12
608458,Emergency,Coordinator,Morning,21,91951.21
608459,Surgery,Assistant,Morning,7,109308.82
608460,Nursing,Coordinator,Morning,3,121135.65
608461,Pharmacy,Nurse,Evening,29,112297.86
608462,Nursing,Technician,Night,9,104372.73
608463,Pharmacy,Assistant,Night,3,57749.4
608464,Emergency,Manager,Morning,16,176425.58
608465,Pharmacy,Manager,Night,18,90483.93
608466,Surgery,Manager,Evening,1,37854.27
608467,Diagnostics,Nurse,Morning,5,78805.23
608468,Emergency,Manager,Morning,13,169827.98
608469,Emergency,Pharmacist,Morning,19,25373.06
608470,Diagnostics,Technician,Night,29,108380.22
608471,Pharmacy,Technician,Night,24,40991.94
608472,Pharmacy,Technician,Morning,13,178456.79
608473,Administration,Pharmacist,Night,4,85847.73
608474,Administration,Pharmacist,Evening,10,168219.31
608475,Pharmacy,Coordinator,Morning,25,165060.74
608476,Surgery,Pharmacist,Morning,4,102517.29
608477,Diagnostics,Technician,Night,23,30784.04
608478,Administration,Pharmacist,Night,16,175423.2
608479,Diagnostics,Nurse,Night,3,162314.04
608480,Nursing,Pharmacist,Morning,8,40715.3
608481,Pharmacy,Nurse,Evening,9,34926.44
608482,Nursing,Manager,Night,0,164464.82
608483,Surgery,Manager,Night,25,136908.18
608484,Diagnostics,Assistant,Morning,3,98091.98
608485,Nursing,Nurse,Morning,5,66339.78
608486,Surgery,Technician,Night,25,142563.4
608487,Emergency,Technician,Morning,14,150207.82
608488,Emergency,Assistant,Evening,20,93335.57
608489,Pharmacy,Pharmacist,Night,22,30803.96
608490,Diagnostics,Pharmacist,Night,23,164459.25
608491,Emergency,Coordinator,Night,4,46053.33
608492,Administration,Nurse,Morning,25,122443.88
608493,Emergency,Assistant,Evening,6,38801.87
608494,Diagnostics,Assistant,Evening,29,68103.55
608495,Nursing,Manager,Night,11,31978.06
608496,Nursing,Assistant,Morning,6,33795.63
608497,Emergency,Assistant,Night,9,55165.99
608498,Emergency,Nurse,Night,3,35902.28
608499,Diagnostics,Nurse,Evening,29,56238.87
608500,Surgery,Nurse,Evening,6,43547.79
608501,Nursing,Manager,Morning,18,142934.94
608502,Nursing,Coordinator,Morning,29,87723.74
608503,Nursing,Nurse,Morning,24,131131.52
608504,Pharmacy,Manager,Morning,15,141407.64
608505,Pharmacy,Pharmacist,Night,5,100786.05
608506,Administration,Pharmacist,Night,10,73804.71
608507,Administration,Technician,Morning,6,55796.5
608508,Nursing,Technician,Night,7,31072.55
608509,Nursing,Manager,Evening,20,36829.07
608510,Administration,Pharmacist,Night,27,110453.22
608511,Diagnostics,Coordinator,Night,17,71946.99
608512,Emergency,Coordinator,Morning,8,102854.97
608513,Emergency,Pharmacist,Morning,27,109995.17
608514,Emergency,Technician,Evening,15,125607.89
608515,Emergency,Manager,Morning,16,88699.3
608516,Emergency,Coordinator,Evening,30,31203.01
608517,Diagnostics,Nurse,Morning,30,88492.45
608518,Nursing,Pharmacist,Morning,25,149816.68
608519,Nursing,Assistant,Morning,17,161873.94
608520,Surgery,Nurse,Night,30,126051.72
608521,Administration,Pharmacist,Night,28,99437.35
608522,Surgery,Manager,Night,28,49070.39
608523,Administration,Coordinator,Night,20,158185.01
608524,Emergency,Assistant,Night,22,90475.68
608525,Diagnostics,Nurse,Night,3,87954.34
608526,Surgery,Technician,Morning,2,64007.65
608527,Emergency,Nurse,Morning,28,138711.81
608528,Diagnostics,Pharmacist,Evening,13,112769.51
608529,Emergency,Technician,Evening,21,45839.59
608530,Surgery,Coordinator,Evening,17,150101.7
608531,Nursing,Pharmacist,Morning,15,25642.25
608532,Surgery,Assistant,Morning,8,148134.88
608533,Emergency,Nurse,Morning,6,150647.73
608534,Nursing,Technician,Night,22,56298.71
608535,Surgery,Manager,Night,24,96528.92
608536,Diagnostics,Technician,Night,19,98929.29
608537,Pharmacy,Technician,Evening,10,80951.82
608538,Administration,Assistant,Night,24,115478.64
608539,Administration,Nurse,Night,22,59098.45
608540,Emergency,Coordinator,Morning,26,100539
608541,Administration,Nurse,Night,2,101418.67
608542,Nursing,Manager,Morning,19,50453.3
608543,Surgery,Technician,Morning,10,144122.57
608544,Administration,Assistant,Morning,1,56714.37
608545,Administration,Technician,Morning,4,60166.7
608546,Administration,Manager,Night,16,169761.55
608547,Administration,Assistant,Morning,6,68101.12
608548,Pharmacy,Assistant,Night,28,56278.59
608549,Pharmacy,Assistant,Morning,13,77398.36
608550,Administration,Manager,Night,20,115620.72
608551,Administration,Nurse,Night,21,115067.47
608552,Administration,Coordinator,Morning,5,57580.55
608553,Administration,Technician,Evening,22,122923.23
608554,Nursing,Coordinator,Evening,24,47401.44
608555,Emergency,Pharmacist,Evening,27,164856.79
608556,Nursing,Nurse,Night,22,132173.21
608557,Surgery,Technician,Night,26,101451.2
608558,Emergency,Assistant,Morning,3,140380.62
608559,Emergency,Manager,Night,2,177699.16
608560,Pharmacy,Coordinator,Night,27,138864.02
608561,Administration,Pharmacist,Morning,17,162508.3
608562,Pharmacy,Coordinator,Morning,5,96393.2
608563,Surgery,Assistant,Night,0,78018.58
608564,Nursing,Manager,Morning,5,80683.05
608565,Surgery,Technician,Night,15,124738.65
608566,Nursing,Coordinator,Morning,17,89714.96
608567,Diagnostics,Coordinator,Night,27,109130.08
608568,Pharmacy,Pharmacist,Evening,0,48878.4
608569,Surgery,Nurse,Night,24,109852.12
608570,Administration,Manager,Morning,1,46191.79
608571,Administration,Pharmacist,Night,4,128428.29
608572,Emergency,Manager,Evening,21,176388.04
608573,Diagnostics,Pharmacist,Night,9,175246.53
608574,Surgery,Coordinator,Evening,24,109496.84
608575,Nursing,Technician,Evening,12,103373.9
608576,Diagnostics,Manager,Evening,16,84089.58
608577,Emergency,Technician,Night,9,57116
608578,Surgery,Manager,Morning,11,166522.99
608579,Pharmacy,Technician,Morning,23,33446.73
608580,Diagnostics,Coordinator,Night,30,171945.79
608581,Diagnostics,Manager,Morning,7,104262.03
608582,Pharmacy,Assistant,Morning,11,112354.41
608583,Surgery,Pharmacist,Night,6,25396.96
608584,Nursing,Technician,Evening,16,140320.68
608585,Pharmacy,Technician,Morning,26,150998.52
608586,Surgery,Manager,Evening,6,43968.4
608587,Administration,Coordinator,Evening,13,179942.97
608588,Pharmacy,Nurse,Night,30,47836.07
608589,Pharmacy,Technician,Evening,22,56551.68
608590,Emergency,Nurse,Evening,25,88946.32
608591,Diagnostics,Manager,Morning,21,26373.64
608592,Emergency,Assistant,Night,3,161910.27
608593,Pharmacy,Nurse,Morning,17,29039.5
608594,Nursing,Nurse,Evening,6,40872.26
608595,Nursing,Assistant,Morning,12,84393.72
608596,Surgery,Coordinator,Night,17,137490.91
608597,Nursing,Assistant,Night,4,75620.45
608598,Administration,Pharmacist,Morning,21,72745.77
608599,Diagnostics,Technician,Morning,3,121816.66
608600,Diagnostics,Manager,Morning,21,62886.94
608601,Nursing,Technician,Evening,8,173174.92
608602,Nursing,Manager,Morning,2,129700.04
608603,Diagnostics,Assistant,Morning,11,149374.36
608604,Nursing,Technician,Evening,29,149895.81
608605,Emergency,Coordinator,Evening,18,122727.65
608606,Nursing,Pharmacist,Evening,7,113879.9
608607,Pharmacy,Coordinator,Evening,10,126274.16
608608,Nursing,Pharmacist,Night,23,158766.56
608609,Nursing,Technician,Evening,11,153804.93
608610,Diagnostics,Pharmacist,Evening,28,65870.98
608611,Emergency,Pharmacist,Evening,15,50198.03
608612,Pharmacy,Pharmacist,Evening,23,134854.03
608613,Emergency,Technician,Morning,11,135665.17
608614,Surgery,Pharmacist,Morning,10,35385.3
608615,Nursing,Manager,Morning,11,163041.62
608616,Diagnostics,Pharmacist,Night,23,105172.86
608617,Surgery,Pharmacist,Morning,26,109581.45
608618,Administration,Nurse,Night,29,168650.8
608619,Administration,Nurse,Night,1,168989.38
608620,Nursing,Pharmacist,Morning,22,39368.21
608621,Diagnostics,Assistant,Night,16,114647.56
608622,Administration,Manager,Night,20,151340.26
608623,Administration,Coordinator,Morning,15,63134.35
608624,Surgery,Nurse,Morning,28,174183.28
608625,Administration,Technician,Evening,14,29258.35
608626,Nursing,Technician,Evening,25,45109.48
608627,Surgery,Assistant,Morning,6,27093.29
608628,Pharmacy,Technician,Night,6,94538.27
608629,Administration,Manager,Night,0,160772.91
608630,Nursing,Nurse,Morning,6,132171.72
608631,Surgery,Nurse,Morning,17,141662.91
608632,Emergency,Assistant,Evening,19,107825.82
608633,Surgery,Coordinator,Morning,20,61140.03
608634,Pharmacy,Coordinator,Night,4,95601.02
608635,Emergency,Coordinator,Night,1,108469.74
608636,Diagnostics,Coordinator,Evening,18,46618.5
608637,Pharmacy,Pharmacist,Morning,25,177953.65
608638,Diagnostics,Nurse,Morning,10,80720.53
608639,Nursing,Coordinator,Morning,26,93169.25
608640,Emergency,Assistant,Evening,21,53433.38
608641,Diagnostics,Coordinator,Evening,20,30802.3
608642,Pharmacy,Nurse,Evening,18,163113.23
608643,Nursing,Nurse,Evening,8,140421.88
608644,Nursing,Nurse,Evening,29,96929.04
608645,Administration,Assistant,Evening,9,47163.77
608646,Administration,Nurse,Morning,11,133218.79
608647,Diagnostics,Technician,Evening,16,147631.96
608648,Surgery,Manager,Morning,9,97159.4
608649,Nursing,Coordinator,Evening,27,171118.1
608650,Pharmacy,Assistant,Night,16,126156.76
608651,Surgery,Technician,Evening,28,39962.6
608652,Surgery,Manager,Night,25,55562.69
608653,Pharmacy,Manager,Night,7,99417.06
608654,Administration,Assistant,Morning,9,169174.41
608655,Pharmacy,Technician,Morning,25,160022.01
608656,Pharmacy,Technician,Morning,25,138441.72
608657,Nursing,Nurse,Evening,10,57755.82
608658,Emergency,Manager,Evening,11,43460.5
608659,Diagnostics,Pharmacist,Night,2,26134.78
608660,Nursing,Coordinator,Morning,7,49678.47
608661,Surgery,Pharmacist,Night,10,111783.26
608662,Pharmacy,Technician,Evening,8,34627.84
608663,Surgery,Pharmacist,Night,4,130661.38
608664,Administration,Pharmacist,Night,12,44767.12
608665,Emergency,Coordinator,Night,26,75520.86
608666,Administration,Assistant,Evening,13,74710.37
608667,Emergency,Technician,Night,27,170001.07
608668,Administration,Manager,Morning,13,76555.36
608669,Emergency,Manager,Night,12,148117.71
608670,Surgery,Assistant,Night,30,124418.65
608671,Diagnostics,Technician,Night,5,166663.52
608672,Surgery,Pharmacist,Evening,22,123535.47
608673,Administration,Pharmacist,Evening,29,48113.34
608674,Pharmacy,Technician,Morning,3,65612.03
608675,Administration,Assistant,Night,15,26300.51
608676,Surgery,Nurse,Morning,26,29125.56
608677,Diagnostics,Nurse,Evening,11,176010.65
608678,Administration,Nurse,Morning,18,159406.9
608679,Diagnostics,Assistant,Night,25,174778.97
608680,Administration,Technician,Evening,20,65016.48
608681,Diagnostics,Technician,Evening,22,178929.04
