Doctor_ID,Doctor_Name,Specialty,Department,Experience_Years
113779,Dr_3778,Neurology,Emergency,18
113780,Dr_3779,Oncology,Emergency,4
113781,Dr_3780,Cardiology,Outpatient,14
113782,Dr_3781,Oncology,Surgery,3
113783,Dr_3782,Cardiology,Outpatient,33
113784,Dr_3783,General Medicine,Surgery,34
113785,Dr_3784,Neurology,Emergency,17
113786,Dr_3785,Neurology,Diagnostics,32
113787,Dr_3786,Dermatology,Emergency,22
113788,Dr_3787,Oncology,Medicine,27
113789,Dr_3788,Dermatology,Outpatient,35
113790,Dr_3789,Oncology,Medicine,3
113791,Dr_3790,Dermatology,Outpatient,8
113792,Dr_3791,Pediatrics,Outpatient,7
113793,Dr_3792,Oncology,Medicine,30
113794,Dr_3793,Dermatology,Diagnostics,18
113795,Dr_3794,Neurology,Outpatient,34
113796,Dr_3795,Dermatology,Outpatient,1
113797,Dr_3796,Neurology,Surgery,7
113798,Dr_3797,Neurology,Diagnostics,19
113799,Dr_3798,Oncology,Diagnostics,31
113800,Dr_3799,Neurology,Outpatient,11
113801,Dr_3800,General Medicine,Outpatient,7
113802,Dr_3801,General Medicine,Outpatient,21
113803,Dr_3802,Oncology,Medicine,16
113804,Dr_3803,General Medicine,Emergency,13
113805,Dr_3804,Pediatrics,Emergency,10
113806,Dr_3805,Dermatology,Medicine,9
113807,Dr_3806,Orthopedics,Outpatient,21
113808,Dr_3807,Neurology,Diagnostics,7
113809,Dr_3808,Orthopedics,Surgery,17
113810,Dr_3809,Oncology,Emergency,34
113811,Dr_3810,Dermatology,Emergency,18
113812,Dr_3811,General Medicine,Emergency,15
113813,Dr_3812,Dermatology,Outpatient,3
113814,Dr_3813,ENT,Medicine,1
113815,Dr_3814,Pediatrics,Medicine,35
113816,Dr_3815,Cardiology,Medicine,5
113817,Dr_3816,Neurology,Surgery,5
113818,Dr_3817,Neurology,Diagnostics,20
113819,Dr_3818,Orthopedics,Medicine,21
113820,Dr_3819,Pediatrics,Outpatient,29
113821,Dr_3820,Dermatology,Surgery,8
113822,Dr_3821,Dermatology,Emergency,34
113823,Dr_3822,ENT,Outpatient,10
113824,Dr_3823,Cardiology,Emergency,31
113825,Dr_3824,Orthopedics,Diagnostics,12
113826,Dr_3825,Oncology,Emergency,23
113827,Dr_3826,Orthopedics,Outpatient,7
113828,Dr_3827,Cardiology,Outpatient,2
113829,Dr_3828,Dermatology,Medicine,1
113830,Dr_3829,Neurology,Surgery,28
113831,Dr_3830,Neurology,Outpatient,26
113832,Dr_3831,Orthopedics,Diagnostics,14
113833,Dr_3832,Oncology,Medicine,12
113834,Dr_3833,Neurology,Surgery,13
113835,Dr_3834,ENT,Medicine,11
113836,Dr_3835,Dermatology,Diagnostics,18
113837,Dr_3836,General Medicine,Surgery,10
113838,Dr_3837,Oncology,Surgery,4
113839,Dr_3838,General Medicine,Emergency,35
113840,Dr_3839,General Medicine,Surgery,34
113841,Dr_3840,Cardiology,Diagnostics,16
113842,Dr_3841,Orthopedics,Emergency,28
113843,Dr_3842,Dermatology,Surgery,4
113844,Dr_3843,General Medicine,Outpatient,30
113845,Dr_3844,ENT,Medicine,8
113846,Dr_3845,Neurology,Surgery,1
113847,Dr_3846,Pediatrics,Outpatient,33
113848,Dr_3847,Oncology,Outpatient,14
113849,Dr_3848,Dermatology,Medicine,27
113850,Dr_3849,ENT,Medicine,24
113851,Dr_3850,Orthopedics,Surgery,10
113852,Dr_3851,Cardiology,Emergency,21
113853,Dr_3852,Oncology,Emergency,24
113854,Dr_3853,Neurology,Outpatient,8
113855,Dr_3854,Cardiology,Emergency,1
113856,Dr_3855,ENT,Outpatient,14
113857,Dr_3856,Pediatrics,Surgery,19
113858,Dr_3857,Neurology,Emergency,19
113859,Dr_3858,Pediatrics,Diagnostics,1
113860,Dr_3859,Neurology,Medicine,19
113861,Dr_3860,ENT,Emergency,30
113862,Dr_3861,Cardiology,Surgery,18
113863,Dr_3862,ENT,Medicine,23
113864,Dr_3863,Oncology,Emergency,23
113865,Dr_3864,ENT,Medicine,26
113866,Dr_3865,Oncology,Outpatient,24
113867,Dr_3866,Orthopedics,Surgery,1
113868,Dr_3867,Neurology,Medicine,24
113869,Dr_3868,Cardiology,Emergency,16
113870,Dr_3869,Cardiology,Emergency,29
113871,Dr_3870,Orthopedics,Medicine,34
113872,Dr_3871,Orthopedics,Outpatient,20
113873,Dr_3872,Neurology,Surgery,28
113874,Dr_3873,ENT,Surgery,23
113875,Dr_3874,Cardiology,Emergency,33
113876,Dr_3875,Pediatrics,Outpatient,35
113877,Dr_3876,Pediatrics,Emergency,34
113878,Dr_3877,Orthopedics,Surgery,17
113879,Dr_3878,Cardiology,Medicine,4
113880,Dr_3879,Orthopedics,Diagnostics,32
113881,Dr_3880,General Medicine,Outpatient,3
113882,Dr_3881,Neurology,Emergency,28
113883,Dr_3882,ENT,Emergency,28
113884,Dr_3883,Cardiology,Surgery,16
113885,Dr_3884,Pediatrics,Surgery,24
113886,Dr_3885,Neurology,Medicine,15
113887,Dr_3886,General Medicine,Outpatient,2
113888,Dr_3887,ENT,Medicine,13
113889,Dr_3888,Dermatology,Surgery,2
113890,Dr_3889,Cardiology,Outpatient,4
113891,Dr_3890,Pediatrics,Emergency,20
113892,Dr_3891,ENT,Emergency,21
113893,Dr_3892,Neurology,Emergency,1
113894,Dr_3893,Oncology,Emergency,20
113895,Dr_3894,Orthopedics,Outpatient,2
113896,Dr_3895,Orthopedics,Medicine,22
113897,Dr_3896,Orthopedics,Diagnostics,9
113898,Dr_3897,Dermatology,Emergency,27
113899,Dr_3898,General Medicine,Emergency,29
113900,Dr_3899,Dermatology,Outpatient,33
113901,Dr_3900,Oncology,Diagnostics,31
113902,Dr_3901,Cardiology,Outpatient,28
113903,Dr_3902,Pediatrics,Medicine,29
113904,Dr_3903,Pediatrics,Surgery,7
113905,Dr_3904,Pediatrics,Outpatient,30
113906,Dr_3905,Oncology,Diagnostics,35
113907,Dr_3906,ENT,Outpatient,29
113908,Dr_3907,ENT,Medicine,5
113909,Dr_3908,Orthopedics,Medicine,25
113910,Dr_3909,Dermatology,Diagnostics,8
113911,Dr_3910,Neurology,Medicine,14
113912,Dr_3911,General Medicine,Surgery,30
113913,Dr_3912,Orthopedics,Diagnostics,23
113914,Dr_3913,ENT,Medicine,31
113915,Dr_3914,Neurology,Diagnostics,22
113916,Dr_3915,General Medicine,Diagnostics,25
113917,Dr_3916,Dermatology,Diagnostics,31
113918,Dr_3917,Dermatology,Surgery,8
113919,Dr_3918,General Medicine,Medicine,4
113920,Dr_3919,Cardiology,Surgery,8
113921,Dr_3920,Orthopedics,Medicine,29
113922,Dr_3921,Oncology,Outpatient,22
113923,Dr_3922,Dermatology,Diagnostics,12
113924,Dr_3923,Oncology,Medicine,29
113925,Dr_3924,Cardiology,Diagnostics,10
113926,Dr_3925,Pediatrics,Outpatient,4
113927,Dr_3926,ENT,Diagnostics,26
113928,Dr_3927,Cardiology,Surgery,20
113929,Dr_3928,Cardiology,Medicine,4
113930,Dr_3929,Dermatology,Surgery,8
113931,Dr_3930,Cardiology,Medicine,32
113932,Dr_3931,Orthopedics,Medicine,27
113933,Dr_3932,Dermatology,Emergency,19
113934,Dr_3933,Cardiology,Diagnostics,31
113935,Dr_3934,Orthopedics,Diagnostics,24
113936,Dr_3935,Dermatology,Emergency,24
113937,Dr_3936,ENT,Surgery,33
113938,Dr_3937,Oncology,Diagnostics,23
113939,Dr_3938,Orthopedics,Surgery,5
113940,Dr_3939,ENT,Medicine,19
113941,Dr_3940,Oncology,Surgery,22
113942,Dr_3941,Orthopedics,Surgery,15
113943,Dr_3942,Dermatology,Diagnostics,5
113944,Dr_3943,Neurology,Diagnostics,3
113945,Dr_3944,Dermatology,Outpatient,17
113946,Dr_3945,Oncology,Diagnostics,6
113947,Dr_3946,Cardiology,Diagnostics,13
113948,Dr_3947,Oncology,Outpatient,2
113949,Dr_3948,Pediatrics,Outpatient,32
113950,Dr_3949,General Medicine,Outpatient,32
113951,Dr_3950,Neurology,Medicine,32
113952,Dr_3951,Cardiology,Outpatient,26
113953,Dr_3952,Oncology,Outpatient,18
113954,Dr_3953,Neurology,Diagnostics,32
113955,Dr_3954,Pediatrics,Diagnostics,21
113956,Dr_3955,Cardiology,Diagnostics,5
113957,Dr_3956,Oncology,Outpatient,10
113958,Dr_3957,Dermatology,Diagnostics,22
113959,Dr_3958,Oncology,Surgery,13
113960,Dr_3959,Orthopedics,Diagnostics,27
113961,Dr_3960,Neurology,Outpatient,2
113962,Dr_3961,Dermatology,Medicine,10
113963,Dr_3962,Pediatrics,Outpatient,1
113964,Dr_3963,Cardiology,Diagnostics,12
113965,Dr_3964,General Medicine,Medicine,12
113966,Dr_3965,General Medicine,Emergency,27
113967,Dr_3966,Neurology,Outpatient,2
113968,Dr_3967,General Medicine,Medicine,24
113969,Dr_3968,General Medicine,Medicine,18
113970,Dr_3969,Dermatology,Surgery,10
113971,Dr_3970,Orthopedics,Surgery,6
113972,Dr_3971,Pediatrics,Emergency,26
113973,Dr_3972,General Medicine,Medicine,28
113974,Dr_3973,General Medicine,Emergency,13
113975,Dr_3974,Pediatrics,Diagnostics,25
113976,Dr_3975,Dermatology,Surgery,3
113977,Dr_3976,Cardiology,Surgery,3
113978,Dr_3977,ENT,Outpatient,23
113979,Dr_3978,Cardiology,Outpatient,30
113980,Dr_3979,Pediatrics,Medicine,22
113981,Dr_3980,Neurology,Diagnostics,16
113982,Dr_3981,Pediatrics,Emergency,21
113983,Dr_3982,General Medicine,Diagnostics,32
113984,Dr_3983,Orthopedics,Diagnostics,16
113985,Dr_3984,Neurology,Surgery,18
113986,Dr_3985,ENT,Diagnostics,15
113987,Dr_3986,Dermatology,Emergency,11
113988,Dr_3987,Cardiology,Surgery,4
113989,Dr_3988,Dermatology,Medicine,32
113990,Dr_3989,Neurology,Medicine,10
113991,Dr_3990,Dermatology,Medicine,27
113992,Dr_3991,Cardiology,Diagnostics,15
113993,Dr_3992,Cardiology,Diagnostics,24
113994,Dr_3993,Neurology,Outpatient,27
113995,Dr_3994,Cardiology,Outpatient,33
113996,Dr_3995,Dermatology,Medicine,27
113997,Dr_3996,Pediatrics,Surgery,12
113998,Dr_3997,Pediatrics,Emergency,13
113999,Dr_3998,Dermatology,Surgery,9
114000,Dr_3999,Oncology,Medicine,2
114001,Dr_4000,General Medicine,Outpatient,27
114002,Dr_4001,Neurology,Diagnostics,6
114003,Dr_4002,Neurology,Outpatient,23
114004,Dr_4003,ENT,Surgery,34
114005,Dr_4004,Cardiology,Medicine,23
114006,Dr_4005,Orthopedics,Diagnostics,13
114007,Dr_4006,Cardiology,Medicine,1
114008,Dr_4007,General Medicine,Surgery,27
114009,Dr_4008,Cardiology,Diagnostics,17
114010,Dr_4009,Neurology,Outpatient,9
114011,Dr_4010,Orthopedics,Diagnostics,4
114012,Dr_4011,Pediatrics,Surgery,29
114013,Dr_4012,Oncology,Outpatient,25
114014,Dr_4013,ENT,Outpatient,21
114015,Dr_4014,ENT,Emergency,23
114016,Dr_4015,Dermatology,Outpatient,6
114017,Dr_4016,Oncology,Emergency,2
114018,Dr_4017,Dermatology,Medicine,23
114019,Dr_4018,Oncology,Medicine,2
114020,Dr_4019,Pediatrics,Emergency,26
114021,Dr_4020,Neurology,Outpatient,25
114022,Dr_4021,Dermatology,Diagnostics,9
114023,Dr_4022,Neurology,Medicine,17
114024,Dr_4023,Dermatology,Diagnostics,16
114025,Dr_4024,Pediatrics,Surgery,18
114026,Dr_4025,Pediatrics,Medicine,11
114027,Dr_4026,Oncology,Emergency,5
114028,Dr_4027,Oncology,Outpatient,14
114029,Dr_4028,Neurology,Emergency,13
114030,Dr_4029,Oncology,Surgery,3
114031,Dr_4030,Pediatrics,Medicine,27
114032,Dr_4031,Cardiology,Emergency,10
114033,Dr_4032,Neurology,Outpatient,9
114034,Dr_4033,Dermatology,Diagnostics,1
114035,Dr_4034,Cardiology,Diagnostics,10
114036,Dr_4035,Oncology,Surgery,27
114037,Dr_4036,ENT,Surgery,24
114038,Dr_4037,Dermatology,Surgery,32
114039,Dr_4038,ENT,Medicine,17
114040,Dr_4039,ENT,Medicine,13
114041,Dr_4040,Neurology,Surgery,27
114042,Dr_4041,Oncology,Outpatient,5
114043,Dr_4042,ENT,Diagnostics,31
114044,Dr_4043,Neurology,Diagnostics,28
114045,Dr_4044,ENT,Outpatient,24
114046,Dr_4045,ENT,Surgery,7
114047,Dr_4046,ENT,Medicine,25
114048,Dr_4047,Dermatology,Surgery,19
114049,Dr_4048,Oncology,Medicine,23
114050,Dr_4049,Cardiology,Emergency,35
114051,Dr_4050,Orthopedics,Emergency,18
114052,Dr_4051,Oncology,Medicine,11
114053,Dr_4052,Cardiology,Surgery,4
114054,Dr_4053,Dermatology,Outpatient,23
114055,Dr_4054,Neurology,Diagnostics,5
114056,Dr_4055,General Medicine,Emergency,20
114057,Dr_4056,ENT,Emergency,22
114058,Dr_4057,Oncology,Medicine,33
114059,Dr_4058,ENT,Medicine,21
114060,Dr_4059,Orthopedics,Outpatient,1
114061,Dr_4060,Neurology,Emergency,10
114062,Dr_4061,ENT,Emergency,15
114063,Dr_4062,Pediatrics,Emergency,31
114064,Dr_4063,Cardiology,Surgery,7
114065,Dr_4064,Neurology,Diagnostics,33
114066,Dr_4065,Neurology,Outpatient,10
114067,Dr_4066,Orthopedics,Outpatient,8
114068,Dr_4067,Cardiology,Medicine,19
114069,Dr_4068,Dermatology,Emergency,13
114070,Dr_4069,Dermatology,Outpatient,8
114071,Dr_4070,Dermatology,Surgery,23
114072,Dr_4071,Dermatology,Outpatient,11
114073,Dr_4072,Cardiology,Outpatient,33
114074,Dr_4073,Dermatology,Emergency,4
114075,Dr_4074,Neurology,Diagnostics,18
114076,Dr_4075,Oncology,Outpatient,32
114077,Dr_4076,General Medicine,Emergency,20
114078,Dr_4077,ENT,Diagnostics,11
114079,Dr_4078,Dermatology,Surgery,6
114080,Dr_4079,Neurology,Diagnostics,11
114081,Dr_4080,Oncology,Emergency,21
114082,Dr_4081,Oncology,Outpatient,4
114083,Dr_4082,Oncology,Emergency,24
114084,Dr_4083,Oncology,Medicine,30
114085,Dr_4084,Pediatrics,Surgery,21
114086,Dr_4085,Cardiology,Diagnostics,14
114087,Dr_4086,Oncology,Emergency,15
114088,Dr_4087,Orthopedics,Medicine,30
114089,Dr_4088,Cardiology,Emergency,29
114090,Dr_4089,Dermatology,Outpatient,26
114091,Dr_4090,Oncology,Outpatient,13
114092,Dr_4091,Orthopedics,Outpatient,4
114093,Dr_4092,General Medicine,Medicine,28
114094,Dr_4093,Neurology,Emergency,35
114095,Dr_4094,Orthopedics,Outpatient,15
114096,Dr_4095,Cardiology,Medicine,28
114097,Dr_4096,Pediatrics,Outpatient,25
114098,Dr_4097,Dermatology,Emergency,32
114099,Dr_4098,Orthopedics,Diagnostics,17
114100,Dr_4099,Oncology,Surgery,27
114101,Dr_4100,Pediatrics,Outpatient,17
114102,Dr_4101,Cardiology,Diagnostics,8
114103,Dr_4102,Pediatrics,Surgery,6
114104,Dr_4103,Pediatrics,Surgery,30
114105,Dr_4104,Pediatrics,Surgery,31
114106,Dr_4105,Orthopedics,Emergency,7
114107,Dr_4106,Pediatrics,Emergency,15
114108,Dr_4107,ENT,Diagnostics,29
114109,Dr_4108,Dermatology,Diagnostics,3
114110,Dr_4109,Orthopedics,Medicine,28
114111,Dr_4110,General Medicine,Outpatient,31
114112,Dr_4111,ENT,Emergency,19
114113,Dr_4112,Orthopedics,Outpatient,10
114114,Dr_4113,Dermatology,Diagnostics,31
114115,Dr_4114,Dermatology,Emergency,16
114116,Dr_4115,General Medicine,Surgery,24
114117,Dr_4116,Pediatrics,Outpatient,11
114118,Dr_4117,ENT,Emergency,19
114119,Dr_4118,Oncology,Medicine,14
114120,Dr_4119,General Medicine,Emergency,6
114121,Dr_4120,General Medicine,Surgery,23
114122,Dr_4121,Neurology,Diagnostics,7
114123,Dr_4122,General Medicine,Surgery,11
114124,Dr_4123,ENT,Medicine,20
114125,Dr_4124,Cardiology,Surgery,30
114126,Dr_4125,Dermatology,Outpatient,26
114127,Dr_4126,Pediatrics,Medicine,8
114128,Dr_4127,Oncology,Diagnostics,5
114129,Dr_4128,Orthopedics,Diagnostics,28
114130,Dr_4129,Oncology,Medicine,16
114131,Dr_4130,ENT,Outpatient,22
114132,Dr_4131,Pediatrics,Surgery,5
114133,Dr_4132,General Medicine,Emergency,31
114134,Dr_4133,Neurology,Diagnostics,24
114135,Dr_4134,Orthopedics,Surgery,34
114136,Dr_4135,Pediatrics,Medicine,3
114137,Dr_4136,Oncology,Surgery,2
114138,Dr_4137,Pediatrics,Diagnostics,31
114139,Dr_4138,Cardiology,Emergency,11
114140,Dr_4139,Dermatology,Medicine,2
114141,Dr_4140,ENT,Emergency,15
114142,Dr_4141,General Medicine,Outpatient,12
114143,Dr_4142,Dermatology,Surgery,27
114144,Dr_4143,General Medicine,Surgery,3
114145,Dr_4144,General Medicine,Diagnostics,17
114146,Dr_4145,Cardiology,Surgery,11
114147,Dr_4146,Dermatology,Diagnostics,23
114148,Dr_4147,Pediatrics,Medicine,6
114149,Dr_4148,Orthopedics,Emergency,35
114150,Dr_4149,Oncology,Emergency,12
114151,Dr_4150,Cardiology,Emergency,10
114152,Dr_4151,Oncology,Emergency,13
114153,Dr_4152,Dermatology,Diagnostics,21
114154,Dr_4153,General Medicine,Diagnostics,4
114155,Dr_4154,Cardiology,Surgery,3
114156,Dr_4155,Dermatology,Diagnostics,29
114157,Dr_4156,Pediatrics,Medicine,16
114158,Dr_4157,General Medicine,Medicine,4
114159,Dr_4158,General Medicine,Medicine,8
114160,Dr_4159,Cardiology,Medicine,3
114161,Dr_4160,Cardiology,Emergency,15
114162,Dr_4161,Oncology,Surgery,16
114163,Dr_4162,ENT,Surgery,29
114164,Dr_4163,Neurology,Surgery,26
114165,Dr_4164,Cardiology,Medicine,3
114166,Dr_4165,General Medicine,Surgery,28
114167,Dr_4166,Orthopedics,Outpatient,4
114168,Dr_4167,Neurology,Outpatient,26
114169,Dr_4168,Neurology,Surgery,32
114170,Dr_4169,General Medicine,Diagnostics,20
114171,Dr_4170,Dermatology,Surgery,1
114172,Dr_4171,Dermatology,Diagnostics,8
114173,Dr_4172,ENT,Outpatient,4
114174,Dr_4173,Oncology,Diagnostics,17
114175,Dr_4174,Dermatology,Surgery,17
114176,Dr_4175,General Medicine,Medicine,27
114177,Dr_4176,ENT,Medicine,24
114178,Dr_4177,Cardiology,Outpatient,5
114179,Dr_4178,Pediatrics,Diagnostics,20
114180,Dr_4179,Oncology,Outpatient,1
114181,Dr_4180,Orthopedics,Emergency,12
114182,Dr_4181,Pediatrics,Outpatient,3
114183,Dr_4182,Dermatology,Medicine,29
114184,Dr_4183,Cardiology,Surgery,6
114185,Dr_4184,Pediatrics,Medicine,2
114186,Dr_4185,Pediatrics,Outpatient,26
114187,Dr_4186,Oncology,Medicine,23
114188,Dr_4187,ENT,Surgery,14
114189,Dr_4188,General Medicine,Diagnostics,18
114190,Dr_4189,Orthopedics,Outpatient,21
114191,Dr_4190,General Medicine,Diagnostics,26
114192,Dr_4191,Oncology,Outpatient,15
114193,Dr_4192,Neurology,Diagnostics,11
114194,Dr_4193,General Medicine,Emergency,4
114195,Dr_4194,Cardiology,Medicine,9
114196,Dr_4195,Pediatrics,Diagnostics,11
114197,Dr_4196,ENT,Outpatient,29
114198,Dr_4197,General Medicine,Emergency,14
114199,Dr_4198,Pediatrics,Emergency,5
114200,Dr_4199,General Medicine,Outpatient,7
114201,Dr_4200,Orthopedics,Medicine,9
114202,Dr_4201,General Medicine,Outpatient,29
114203,Dr_4202,Oncology,Outpatient,28
114204,Dr_4203,Neurology,Medicine,22
114205,Dr_4204,ENT,Emergency,32
114206,Dr_4205,Dermatology,Diagnostics,11
114207,Dr_4206,General Medicine,Outpatient,18
114208,Dr_4207,General Medicine,Medicine,19
114209,Dr_4208,Oncology,Outpatient,30
114210,Dr_4209,Neurology,Emergency,27
114211,Dr_4210,ENT,Emergency,14
114212,Dr_4211,Neurology,Medicine,6
114213,Dr_4212,Orthopedics,Outpatient,22
114214,Dr_4213,Pediatrics,Medicine,1
114215,Dr_4214,Cardiology,Emergency,9
114216,Dr_4215,General Medicine,Medicine,3
114217,Dr_4216,ENT,Outpatient,24
114218,Dr_4217,Orthopedics,Emergency,21
114219,Dr_4218,Orthopedics,Diagnostics,5
114220,Dr_4219,Pediatrics,Diagnostics,32
114221,Dr_4220,General Medicine,Diagnostics,24
114222,Dr_4221,Neurology,Diagnostics,18
114223,Dr_4222,General Medicine,Diagnostics,32
114224,Dr_4223,ENT,Diagnostics,27
114225,Dr_4224,Oncology,Medicine,7
114226,Dr_4225,Pediatrics,Medicine,13
114227,Dr_4226,General Medicine,Medicine,5
114228,Dr_4227,Orthopedics,Outpatient,2
114229,Dr_4228,Dermatology,Emergency,29
114230,Dr_4229,Orthopedics,Emergency,34
114231,Dr_4230,Oncology,Emergency,17
114232,Dr_4231,Orthopedics,Diagnostics,6
114233,Dr_4232,Cardiology,Outpatient,25
114234,Dr_4233,Pediatrics,Outpatient,2
114235,Dr_4234,ENT,Emergency,6
114236,Dr_4235,General Medicine,Outpatient,5
114237,Dr_4236,Pediatrics,Surgery,14
114238,Dr_4237,General Medicine,Diagnostics,5
114239,Dr_4238,Oncology,Outpatient,28
114240,Dr_4239,Cardiology,Emergency,27
114241,Dr_4240,Neurology,Surgery,28
114242,Dr_4241,Dermatology,Medicine,7
114243,Dr_4242,General Medicine,Emergency,18
114244,Dr_4243,Dermatology,Outpatient,12
114245,Dr_4244,Orthopedics,Emergency,31
114246,Dr_4245,Cardiology,Surgery,3
114247,Dr_4246,General Medicine,Medicine,7
114248,Dr_4247,Neurology,Medicine,7
114249,Dr_4248,Pediatrics,Medicine,25
114250,Dr_4249,Neurology,Outpatient,26
114251,Dr_4250,General Medicine,Surgery,30
114252,Dr_4251,Cardiology,Emergency,35
114253,Dr_4252,Neurology,Diagnostics,14
114254,Dr_4253,ENT,Emergency,27
114255,Dr_4254,Neurology,Medicine,3
114256,Dr_4255,ENT,Surgery,24
114257,Dr_4256,ENT,Medicine,24
114258,Dr_4257,Cardiology,Outpatient,24
114259,Dr_4258,Oncology,Emergency,32
114260,Dr_4259,Dermatology,Outpatient,17
114261,Dr_4260,Cardiology,Surgery,33
114262,Dr_4261,Oncology,Diagnostics,11
114263,Dr_4262,Orthopedics,Diagnostics,28
114264,Dr_4263,Orthopedics,Emergency,14
114265,Dr_4264,Oncology,Medicine,11
114266,Dr_4265,Pediatrics,Outpatient,7
114267,Dr_4266,ENT,Surgery,7
114268,Dr_4267,Pediatrics,Surgery,26
114269,Dr_4268,Pediatrics,Outpatient,23
114270,Dr_4269,ENT,Diagnostics,18
114271,Dr_4270,General Medicine,Medicine,28
114272,Dr_4271,Pediatrics,Medicine,16
114273,Dr_4272,Neurology,Outpatient,14
114274,Dr_4273,Orthopedics,Emergency,27
114275,Dr_4274,Pediatrics,Diagnostics,5
114276,Dr_4275,General Medicine,Outpatient,25
114277,Dr_4276,Dermatology,Diagnostics,28
114278,Dr_4277,Oncology,Outpatient,22
114279,Dr_4278,Orthopedics,Diagnostics,34
114280,Dr_4279,Neurology,Medicine,1
114281,Dr_4280,General Medicine,Surgery,22
114282,Dr_4281,Dermatology,Emergency,18
114283,Dr_4282,Oncology,Emergency,35
114284,Dr_4283,Neurology,Outpatient,11
114285,Dr_4284,ENT,Medicine,31
114286,Dr_4285,Neurology,Emergency,28
114287,Dr_4286,General Medicine,Outpatient,21
114288,Dr_4287,Dermatology,Medicine,2
114289,Dr_4288,Oncology,Diagnostics,35
114290,Dr_4289,ENT,Emergency,30
114291,Dr_4290,ENT,Medicine,5
114292,Dr_4291,Pediatrics,Surgery,27
114293,Dr_4292,Dermatology,Emergency,35
114294,Dr_4293,Dermatology,Medicine,32
114295,Dr_4294,Oncology,Outpatient,4
114296,Dr_4295,Oncology,Outpatient,10
114297,Dr_4296,Dermatology,Diagnostics,19
114298,Dr_4297,Cardiology,Outpatient,9
114299,Dr_4298,Orthopedics,Outpatient,34
114300,Dr_4299,Cardiology,Outpatient,30
114301,Dr_4300,Neurology,Emergency,10
114302,Dr_4301,Neurology,Surgery,27
114303,Dr_4302,ENT,Surgery,9
114304,Dr_4303,Neurology,Surgery,11
114305,Dr_4304,Dermatology,Emergency,26
114306,Dr_4305,Neurology,Medicine,3
114307,Dr_4306,General Medicine,Outpatient,17
114308,Dr_4307,Cardiology,Surgery,33
114309,Dr_4308,Dermatology,Medicine,29
114310,Dr_4309,Dermatology,Diagnostics,28
114311,Dr_4310,Dermatology,Outpatient,25
114312,Dr_4311,Cardiology,Diagnostics,22
114313,Dr_4312,Cardiology,Surgery,15
114314,Dr_4313,ENT,Surgery,27
114315,Dr_4314,General Medicine,Emergency,24
114316,Dr_4315,ENT,Emergency,3
114317,Dr_4316,Neurology,Medicine,9
114318,Dr_4317,Oncology,Diagnostics,25
114319,Dr_4318,Cardiology,Outpatient,5
114320,Dr_4319,Dermatology,Outpatient,31
114321,Dr_4320,Oncology,Emergency,4
114322,Dr_4321,Orthopedics,Diagnostics,32
114323,Dr_4322,ENT,Surgery,19
114324,Dr_4323,Pediatrics,Emergency,31
114325,Dr_4324,Oncology,Outpatient,1
114326,Dr_4325,Cardiology,Surgery,23
114327,Dr_4326,Orthopedics,Surgery,16
114328,Dr_4327,Cardiology,Outpatient,26
114329,Dr_4328,Orthopedics,Surgery,32
114330,Dr_4329,Neurology,Diagnostics,15
114331,Dr_4330,Oncology,Outpatient,14
114332,Dr_4331,Oncology,Emergency,35
114333,Dr_4332,Dermatology,Surgery,12
114334,Dr_4333,Oncology,Outpatient,23
114335,Dr_4334,ENT,Diagnostics,26
114336,Dr_4335,Dermatology,Diagnostics,22
114337,Dr_4336,Oncology,Surgery,21
114338,Dr_4337,Pediatrics,Emergency,24
114339,Dr_4338,Oncology,Emergency,26
114340,Dr_4339,Neurology,Surgery,2
114341,Dr_4340,Orthopedics,Surgery,28
114342,Dr_4341,Pediatrics,Outpatient,8
114343,Dr_4342,Orthopedics,Diagnostics,28
114344,Dr_4343,Neurology,Emergency,23
114345,Dr_4344,Dermatology,Surgery,25
114346,Dr_4345,Orthopedics,Diagnostics,24
114347,Dr_4346,Pediatrics,Outpatient,34
114348,Dr_4347,Neurology,Medicine,17
114349,Dr_4348,Oncology,Medicine,13
114350,Dr_4349,Dermatology,Emergency,35
114351,Dr_4350,Cardiology,Diagnostics,19
114352,Dr_4351,Pediatrics,Outpatient,8
114353,Dr_4352,Orthopedics,Surgery,25
114354,Dr_4353,Orthopedics,Medicine,14
114355,Dr_4354,Orthopedics,Emergency,2
114356,Dr_4355,Dermatology,Diagnostics,9
114357,Dr_4356,Neurology,Emergency,20
114358,Dr_4357,ENT,Outpatient,2
114359,Dr_4358,Orthopedics,Surgery,21
114360,Dr_4359,Neurology,Diagnostics,17
114361,Dr_4360,Oncology,Surgery,27
114362,Dr_4361,Orthopedics,Surgery,19
114363,Dr_4362,Neurology,Diagnostics,19
114364,Dr_4363,General Medicine,Outpatient,14
114365,Dr_4364,Cardiology,Emergency,23
114366,Dr_4365,ENT,Medicine,32
114367,Dr_4366,ENT,Emergency,4
114368,Dr_4367,Dermatology,Emergency,24
114369,Dr_4368,General Medicine,Outpatient,9
114370,Dr_4369,Pediatrics,Surgery,25
114371,Dr_4370,Orthopedics,Outpatient,29
114372,Dr_4371,ENT,Surgery,21
114373,Dr_4372,Dermatology,Outpatient,1
114374,Dr_4373,Pediatrics,Surgery,2
114375,Dr_4374,Dermatology,Medicine,11
114376,Dr_4375,ENT,Medicine,15
